ACTIVE DATE,COUNTY,SED CODE,LEGAL NAME,INSTITUTION TYPE CODE,INSTUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE CODE,INSTITUTION SUB TYPE DESCRIPTION,NEEDS RESOURCE CODE,NEEDS RESOURCE DESCRIPTION,GRADE ORGANIZATION CODE,GRADE ORGANIZATION DESCRIPTION,COMMUNITY TYPE,COMMUNITY TYPE NAME,MAILING ADDRESS,CITY,STATE,ZIP,SALUTATION,CEO FIRST NAME,CEO LAST NAME,CEO PHONE,CEO EMAIL
7/1/2006,ROCKLAND,500101060023,FELIX FESTA CHARACTER MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,3,Junior High School,75,Large Central & Village Dist,30 PARROTT RD,WEST NYACK,NY,10994,MS.,DIANE,MITCHELL,8456243971,dmitchel@ccsd.edu
7/1/2006,ROCKLAND,500101060024,FELIX FESTA ACHIEVEMENT MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,3,Junior High School,75,Large Central & Village Dist,30 PARROTT RD,WEST NYACK,NY,10994,MS.,GEORGIANNA,DIOPOULOS-GROGAN,8456243969,gdiopoulos@ccsd.edu
7/1/1980,ROCKLAND,500101145198,ALBERTUS MAGNUS HIGH SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,5,Senior High,75,Large Central & Village Dist,798 RT 304,BARDONIA,NY,10954,MR.,ROBERT,GOMPRECHT,8456238842,rgomprecht@albertusmagnus.net
7/1/2012,ROCKLAND,500101226114,ROCKLAND JEWISH ACADEMY,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,1,Elementary,75,Large Central & Village Dist,450 W NYACK RD,WEST NYACK,NY,10994,VACANT,VACANT,VACANT,8456270010,harrisn@rocklandjewishacademy.org
7/1/1998,ROCKLAND,500101229658,HEBREW ACADEMY-OHR MENACHEM CHABAD,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,1,Elementary,75,Large Central & Village Dist,315 N MAIN ST,NEW CITY,NY,10956,RABBI,AVREMEL,KOTLARSKY,8456340951,rabbik@thehebrewacademy.org
7/1/1980,ROCKLAND,500101996670,ROCKLAND COUNTRY DAY SCHOOL,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,6,K-12 School,75,Large Central & Village Dist,34 KINGS HWY,CONGERS,NY,10920,MS.,KIMBERLY,MORCATE,8452686802,kmorcate@rocklandcds.org
7/1/1990,ROCKLAND,500101999089,BLUE ROCK SCHOOL,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,75,Large Central & Village Dist,110 DEMAREST MILL RD,WEST NYACK,NY,10994,MS.,CATHERINE,LAIGNEL,8456270234,brsoffice@verizon.net
7/1/1980,ROCKLAND,500108030000,NANUET UNION FREE SCHOOL DISTRICT,16,SCHOOL DISTRICTS,3,INDEPENDENT UNION FREE,6,LOW NEEDS,,NA,76,Medium Central Districts,101 CHURCH ST,NANUET,NY,10954,DR.,MARK,MCNEILL,8456279888,mmcneill@nanuetsd.org
7/1/1999,ROCKLAND,500108030001,HIGHVIEW ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,6,LOW NEEDS,1,Elementary,76,Medium Central Districts,24 HIGHVIEW AVE,NANUET,NY,10954,MS.,BARBARA,AURIEMMA,8456273480,bauriema@nanuetsd.org
7/1/1980,ROCKLAND,500108030002,GEORGE W MILLER ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,6,LOW NEEDS,1,Elementary,76,Medium Central Districts,50 BLAUVELT RD,NANUET,NY,10954,MR.,KEVIN,MCCAHILL,8456274870,kmccahill@nanuetsd.org
7/1/1980,ROCKLAND,500108030003,A MACARTHUR BARR MIDDLE SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,6,LOW NEEDS,2,Middle School,76,Medium Central Districts,143 CHURCH ST,NANUET,NY,10954,MR.,ROGER,GUCCIONE,8456274044,rguccion@nanuetsd.org
7/1/1980,ROCKLAND,500108030004,NANUET SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,6,LOW NEEDS,5,Senior High,76,Medium Central Districts,103 CHURCH ST,NANUET,NY,10954,DR.,VINCENT,CARELLA,8456279808,vcarella@nanuetsd.org
7/1/1980,ROCKLAND,500108145040,SAINT ANTHONY SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,76,Medium Central Districts,34 W NYACK RD,NANUET,NY,10954,SISTER,PAT,HOWELL,8456232311,rk480@adnyeducation.org
7/1/1980,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),16,SCHOOL DISTRICTS,7,INDEPENDENT CENTRAL,5,AVERAGE NEEDS,,NA,75,Large Central & Village Dist,65 CHAPEL ST,GARNERVILLE,NY,10923,MS.,ILEANA,ECKERT,8459423002,ieckert@northrockland.org
7/1/1997,ROCKLAND,500201060001,WILLOW GROVE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,Large Central & Village Dist,153 STORRS RD,THIELLS,NY,10984,MR.,MICHAEL,ROTH,8459428000,mroth@northrockland.org
7/1/1980,ROCKLAND,500201060004,STONY POINT ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,Large Central & Village Dist,7 GURNEE DR,STONY POINT,NY,10980,MS.,DIANE,BANE,8459423140,dbane@northrockland.org
7/1/1980,ROCKLAND,500201060008,JAMES A FARLEY ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,Large Central & Village Dist,140 RT 210,STONY POINT,NY,10980,MR.,AVIS,SHELBY,8459423200,ashelby@northrockland.org
7/1/1980,ROCKLAND,500201060009,NORTH ROCKLAND HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,5,Senior High,75,Large Central & Village Dist,PO BOX 495,THIELLS,NY,10984,MR.,MICHAEL,GILL,8459423300,mgill@northrockland.org
7/1/1980,ROCKLAND,500201060010,HAVERSTRAW ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,Large Central & Village Dist,16 GRANT ST,HAVERSTRAW,NY,10927,MR.,BENITO,HERRERO,8459423400,bherrero@northrockland.org
7/1/1980,ROCKLAND,500201060011,THIELLS ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,Large Central & Village Dist,PO BOX 491,THIELLS,NY,10984,MR.,PETER,DIBERNARDI,8459423160,pdibernardi@northrockland.org
7/1/1980,ROCKLAND,500201060012,WEST HAVERSTRAW ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,1,Elementary,75,Large Central & Village Dist,71 BLAUVELT AVE,WEST HAVERSTRAW,NY,10993,MS.,MARY,ESPOSITO,8459423180,mesposito@northrockland.org
7/1/2004,ROCKLAND,500201060013,FIELDSTONE MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,5,AVERAGE NEEDS,3,Junior High School,75,Large Central & Village Dist,100 FIELDSTONE DR,THIELLS,NY,10984,MR.,ANTHONY,ZOLLO,8459427900,azollo@northrockland.org
7/1/1980,ROCKLAND,500201145043,SAINT GREGORY BARBARIGO SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,75,Large Central & Village Dist,29 CINDER RD,GARNERVILLE,NY,10923,MR.,THOMAS,HAMILTON,8459471330,thomas.hamilton@archny.org
7/1/1980,ROCKLAND,500201998806,CHILDREN OF MARY NURSERY KINDERGARTEN,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,75,Large Central & Village Dist,174 FILORS LN,STONY POINT,NY,10980,MS.,KATHLEEN,SWEENEY,8459473183,childrenofmarynk2@gmail.com
7/1/1980,ROCKLAND,500301060000,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,16,SCHOOL DISTRICTS,7,INDEPENDENT CENTRAL,6,LOW NEEDS,,NA,75,Large Central & Village Dist,160 VAN WYCK RD,BLAUVELT,NY,10913,DR.,ROBERT,PRITCHARD,8456801050,rpritchard@socsd.org
7/1/1988,ROCKLAND,500301060004,TAPPAN ZEE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,561 RT 9W,PIERMONT,NY,10968,MR.,WILLIAM,LEE,8456801403,wlee@socsd.org
7/1/1980,ROCKLAND,500301060006,WILLIAM O SCHAEFER ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,140 LESTER DR,TAPPAN,NY,10983,MS.,NORA,POLANSKY,8456801303,npolansky@socsd.org
7/1/1980,ROCKLAND,500301060007,TAPPAN ZEE HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,5,Senior High,75,Large Central & Village Dist,15 DUTCH HILL RD,ORANGEBURG,NY,10962,MS.,JENNIFER,AMOS,8456801606,jamos@socsd.org
7/1/1980,ROCKLAND,500301060008,SOUTH ORANGETOWN MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,2,Middle School,75,Large Central & Village Dist,160 VAN WYCK RD,BLAUVELT,NY,10913,MS.,KAREN,TESIK,8456801103,ktesik@socsd.org
7/1/1988,ROCKLAND,500301060009,COTTAGE LANE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,120 COTTAGE LN,BLAUVELT,NY,10913,MS.,KAREN,RAMIREZ,8456801503,kramirez@socsd.org
7/1/1980,ROCKLAND,500301145260,SAINT DOMINICS SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,75,Large Central & Village Dist,488 WESTERN HWY,BLAUVELT,NY,10913,MR.,PAUL,SIRAGUSA,8453593400,psiragusa@sdomhome.org
7/1/1989,ROCKLAND,500301999199,PRE-SCHOOL PLAYHOUSE,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,75,Large Central & Village Dist,557 WESTERN HWY,BLAUVELT,NY,10913,MR.,ADAM,FIALA,8453594562,preschoolfunland@aol.com
7/1/1980,ROCKLAND,500304030000,NYACK UNION FREE SCHOOL DISTRICT,16,SCHOOL DISTRICTS,3,INDEPENDENT UNION FREE,5,AVERAGE NEEDS,,NA,75,Large Central & Village Dist,13A DICKINSON AVE,NYACK,NY,10960,DR.,JAMES,MONTESANO,8453537015,jmontesano@nyackschools.com
7/1/1980,ROCKLAND,500304030002,LIBERTY ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,5,AVERAGE NEEDS,1,Elementary,75,Large Central & Village Dist,142 LAKE RD,VALLEY COTTAGE,NY,10989,MS.,ELLEN,RECHENBERGER,8453537240,erechenberger@nyackschools.com
7/1/1980,ROCKLAND,500304030004,UPPER NYACK SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,5,AVERAGE NEEDS,1,Elementary,75,Large Central & Village Dist,336 N BROADWAY,UPPER NYACK,NY,10960,MR.,JOSEPH,MERCORA,8453537260,jmercora@nyackschools.com
7/1/1980,ROCKLAND,500304030005,VALLEY COTTAGE SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,5,AVERAGE NEEDS,1,Elementary,75,Large Central & Village Dist,26 LAKE RD,VALLEY COTTAGE,NY,10989,MS.,GINA,CAPPIELLO,8453537280,gcappiello@nyackschools.com
7/1/1980,ROCKLAND,500304030006,NYACK SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,5,AVERAGE NEEDS,5,Senior High,75,Large Central & Village Dist,360 CHRISTIAN HRLD RD,UPPER NYACK,NY,10960,MS.,NICOLE,SAIEVA,8453537100,nsaieva@nyackschools.com
7/1/1980,ROCKLAND,500304030007,NYACK MIDDLE SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,5,AVERAGE NEEDS,2,Middle School,75,Large Central & Village Dist,98 S HIGHLAND AVE,NYACK,NY,10960,MR.,DAVID,JOHNSON,8453537200,djohnson@nyackschools.com
7/1/1980,ROCKLAND,500304145050,SAINT PAUL SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,75,Large Central & Village Dist,365 KINGS HWY & GILCHREST RD,VALLEY COTTAGE,NY,10989,MS.,MICHELLE,PITOT,8452686506,michelle.pitot@archny.org
7/1/1980,ROCKLAND,500304998107,SUMMIT SCHOOL (THE),14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,7,Special School,75,Large Central & Village Dist,339 N BROADWAY,UPPER NYACK,NY,10960,DR.,BRUCE,GOLDSMITH,8453587772,brucegoldsmith@summitnyack.com
7/1/1980,ROCKLAND,500308030000,PEARL RIVER UNION FREE SCHOOL DISTRICT,16,SCHOOL DISTRICTS,3,INDEPENDENT UNION FREE,6,LOW NEEDS,,NA,75,Large Central & Village Dist,135 W CROOKED HILL RD,PEARL RIVER,NY,10965,MR.,MARCO,POCHINTESTA,8456203922,pochintestam@pearlriver.org
7/1/1980,ROCKLAND,500308030003,EVANS PARK SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,40 MARION PL,PEARL RIVER,NY,10965,MS.,MARGARET,LYNCH,8456203950,lynchp@pearlriver.org
7/1/1980,ROCKLAND,500308030008,PEARL RIVER HIGH SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,6,LOW NEEDS,4,Junior Senior School,75,Large Central & Village Dist,275 E CENTRAL AVE,PEARL RIVER,NY,10965,MR.,MICHAEL,MURPHY,8456203800,murphym@pearlriver.org
7/1/1980,ROCKLAND,500308030009,PEARL RIVER MIDDLE SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,6,LOW NEEDS,2,Middle School,75,Large Central & Village Dist,520 GILBERT AVE,PEARL RIVER,NY,10965,MS.,MARIA,PAESE,8456203870,paesem@pearlriver.org
7/1/1980,ROCKLAND,500308030010,FRANKLIN AVENUE SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,48 FRANKLIN AVE,PEARL RIVER,NY,10965,MS.,MAUREEN,ALAIMO,8456203965,alaimom@pearlriver.org
7/1/1991,ROCKLAND,500308030011,LINCOLN AVENUE SCHOOL,17,PUBLIC SCHOOLS,3,PUBLIC SCHOOL INDEPENDENT UNION FREE,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,115 LINCOLN AVE,PEARL RIVER,NY,10965,MS.,KATHLEENANN,COOL,8456203850,coolk@pearlriver.org
7/1/1980,ROCKLAND,500308145046,SAINT MARGARET SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,75,Large Central & Village Dist,34 N MAGNOLIA ST,PEARL RIVER,NY,10965,MS.,SARA,SHEA,8457352855,sara.shea@archny.org
7/1/1980,ROCKLAND,500401060000,RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN),16,SCHOOL DISTRICTS,7,INDEPENDENT CENTRAL,6,LOW NEEDS,,NA,75,Large Central & Village Dist,45 MOUNTAIN AVE,HILLBURN,NY,10931,MR.,DOUGLAS,ADAMS,8453577783,dadams@ramapocentral.net
7/1/1980,ROCKLAND,500401060001,CHERRY LANE ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,1 HEATHER DR,SUFFERN,NY,10901,MS.,ANGELA,AGUILAR,8453573988,aaguilar@ramapocentral.org
7/1/1980,ROCKLAND,500401060002,RICHARD P CONNOR ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,13 CYPRESS RD,SUFFERN,NY,10901,MS.,MARY,DIPERSIO,8453572858,mdipersio@ramapocentral.net
7/1/1980,ROCKLAND,500401060004,SLOATSBURG ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,11 SECOND ST,SLOATSBURG,NY,10974,MR.,JOSEPH,LLOYD,8457532720,jlloyd@ramapocentral.net
7/1/1980,ROCKLAND,500401060009,SUFFERN SENIOR HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,5,Senior High,75,Large Central & Village Dist,49 VIOLA RD,SUFFERN,NY,10901,MR.,PATRICK,BREEN,8453573800,pbreen@ramapocentral.net
7/1/1980,ROCKLAND,500401060010,MONTEBELLO ROAD SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,50 MONTEBELLO RD,SUFFERN,NY,10901,DR.,TERESA,IVEY,8453574466,taivey@ramapocentral.net
7/1/1980,ROCKLAND,500401060011,SUFFERN MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,2,Middle School,75,Large Central & Village Dist,80 HEMION RD,SUFFERN,NY,10901,MR.,BRIAN,FOX,8453577400,bfox@ramapocentral.net
7/1/1980,ROCKLAND,500401060012,VIOLA ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,6,LOW NEEDS,1,Elementary,75,Large Central & Village Dist,557 RT 202,SUFFERN,NY,10901,MS.,CHRISTINE,DRUSS,8453578315,cdruss@ramapocentral.net
7/1/1980,ROCKLAND,500401145051,SACRED HEART SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,75,Large Central & Village Dist,60 WASHINGTON AVE,SUFFERN,NY,10901,MS.,KATHLEEN,GRANDE,8453571684,rk539@adnyeducation.org
7/1/2006,ROCKLAND,500401225586,CONGREGATION BAIS CHANA MALKA,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,8,Other,75,Large Central & Village Dist,PO BOX 1099,MONSEY,NY,10952,MR.,JOEL,FREUND,8453521300,3528014@gmail.com
7/1/2007,ROCKLAND,500401226004,CONGREGATION KOLEL CHASIDEL RACHMISTRIVKA,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,1,Elementary,75,Large Central & Village Dist,PO BOX 284,MONSEY,NY,10952,MR.,MOSHE ZEV,DOPPELT,8453575550,ohryochanan@gmail.com
7/1/1992,ROCKLAND,500401229384,BAIS YAAKOV OF RAMAPO,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,5,Senior High,75,Large Central & Village Dist,16 HERSCHEL TER,MONSEY,NY,10952,MS.,J GITTY,KRAMER,8453627262,gtkrmr@gmail.com
7/1/1995,ROCKLAND,500401229393,YESHIVAS OHR REUVEN,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,5,Senior High,75,Large Central & Village Dist,259 GRANDVIEW AVE,SUFFERN,NY,10901,MR.,BARUCH,RUDINSKY,8453628362,rebari@hotmail.com
7/1/1997,ROCKLAND,500401229597,YESHIVA DARCHEI NOAM,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,1,Elementary,75,Large Central & Village Dist,257 GRANDVIEW AVE,SUFFERN,NY,10901,RABBI,YISROEL,GOTTLIEB,8453527100,rabbigottlieb@darcheinoam.org
7/1/2003,ROCKLAND,500401229697,ATERES BAIS YAAKOV ACADEMY OF ROCKLAND,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,6,K-12 School,75,Large Central & Village Dist,236 CHERRY LN,MONSEY,NY,10952,RABBI,AARON,FINK,8453682200,ajfink@optonline.net
7/1/2001,ROCKLAND,500401229856,CONGREGATION ATERES TZVI,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,1,Elementary,75,Large Central & Village Dist,PO BOX 98,TALLMAN,NY,10982,MR.,MORDECHAI,GOLDSTEIN,8453691515,chederats@gmail.com
7/1/2012,ROCKLAND,500401996118,PASCACK VALLEY LEARNING CENTER,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,4,Junior Senior School,75,Large Central & Village Dist,27 CHURCH RD,AIRMONT,NY,10952,MS.,JOANNE,FRATELLO,8453570980,joanne.fratello@sterlinged.org
7/1/1980,ROCKLAND,500402060000,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),16,SCHOOL DISTRICTS,7,INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,,NA,75,Large Central & Village Dist,105 S MADISON AVE,SPRING VALLEY,NY,10977,DR.,DEBORAH,WORTHAM,8455776011,dwortham@ercsd.org
7/1/1980,ROCKLAND,500402060001,FLEETWOOD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,75,Large Central & Village Dist,22 FLEETWOOD AVE,CHESTNUT RIDGE,NY,10977,MS.,CAROLYN,PARTRIDGE,8455776170,cpartridge@ercsd.org
7/1/1980,ROCKLAND,500402060002,GRANDVIEW ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,75,Large Central & Village Dist,151 GRANDVIEW AVE,MONSEY,NY,10952,MS.,PATRICIA,SMITH,8455776260,psmith@ercsd.org
7/1/1980,ROCKLAND,500402060003,HEMPSTEAD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,75,Large Central & Village Dist,80 BRICK CHURCH RD,SPRING VALLEY,NY,10977,MS.,HAZEL,ORTIZ,8455776270,hortiz@ercsd.org
7/1/1980,ROCKLAND,500402060004,KAKIAT ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,75,Large Central & Village Dist,465 VIOLA RD,SPRING VALLEY,NY,10977,MS.,JENNIFER,WILMOTH,8455776100,jwilmoth@ercsd.org
7/1/1980,ROCKLAND,500402060005,MARGETTS ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,75,Large Central & Village Dist,25 MARGETTS RD,MONSEY,NY,10952,MS.,BARBARA,GRIECO,8455776190,bgrieco@ercsd.org
7/1/2009,ROCKLAND,500402060006,EAST RAMAPO EARLY CHILDHOOD CENTER AT KAKIAT,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,75,Large Central & Village Dist,465 VIOLA RD,SPRING VALLEY,NY,10977,MS.,JACQUELINE,POLANCO,8455776585,jpolanco@ercsd.org
7/1/1980,ROCKLAND,500402060010,SUMMIT PARK ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,75,Large Central & Village Dist,925 RT 45,NEW CITY,NY,10956,MS.,KIM,HEWLETT,8455776290,khewlett@ercsd.org
7/1/1980,ROCKLAND,500402060013,CHESTNUT RIDGE MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,3,Junior High School,75,Large Central & Village Dist,892 RT 45,CHESTNUT RIDGE,NY,10977,MS.,MARIA,VERGEZ,8455776300,mvergez@ercsd.org
7/1/1980,ROCKLAND,500402060014,SPRING VALLEY HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,5,Senior High,75,Large Central & Village Dist,361 RT 59,SPRING VALLEY,NY,10977,MS.,KAREN,PINEL,8455776500,kpinel@ercsd.org
7/1/1980,ROCKLAND,500402060015,POMONA MIDDLE SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,3,Junior High School,75,Large Central & Village Dist,101 POMONA RD,SUFFERN,NY,10901,MS.,CHRISTINE,ALFONSO,8455776200,calfonso@ercsd.org
7/1/1980,ROCKLAND,500402060016,ELMWOOD ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,75,Large Central & Village Dist,43 ROBERT PITT DR,MONSEY,NY,10952,DR.,NANCY,KAVANAGH,8455776160,nkavanagh@ercsd.org
7/1/1980,ROCKLAND,500402060018,RAMAPO HIGH SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,5,Senior High,75,Large Central & Village Dist,400 VIOLA RD,SPRING VALLEY,NY,10977,MS.,SHERRILL,MURRAY-LAZARUS,8455776400,slazarus@ercsd.k12.ny.us
7/1/1980,ROCKLAND,500402060019,LIME KILN ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,7,PUBLIC SCHOOL INDEPENDENT CENTRAL,3,URBAN/SUBURBAN/HIGH NEEDS,1,Elementary,75,Large Central & Village Dist,35 LIME KILN RD,SUFFERN,NY,10901,MS.,LORI,GRANT,8455776280,lgrant@ercsd.org
